sample_id,group_id,split,label_for_posthoc_reference,archive_path,archive_revision,archive_member_path,local_video_path,expected_uncompressed_size,actual_file_size,zip_crc,sha256,codec,width,height,fps,duration_seconds,frame_count,range_bytes_transferred,extraction_seconds,ffprobe_ok,status,failure_reason,candidate_manifest_sha256
real::SSm1mwRU1b0_18_18to167,aigvdbench:SSm1mwRU1b0_18_18to167,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/SSm1mwRU1b0_18_18to167.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpTU20xbXdSVTFiMF8xOF8xOHRvMTY3/real.mp4,3455788,3455788,2ff1f1a6,9776fc790d8a27600cb3cfdaf98f3e046085beb389179b2730e2b9ffefbd9fdf,h264,1920,1080,23.976,5.338672,128,3455686,8.377156423404813,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::SSm1mwRU1b0_18_18to167,aigvdbench:SSm1mwRU1b0_18_18to167,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/SSm1mwRU1b0_18_18to167.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpTU20xbXdSVTFiMF8xOF8xOHRvMTY3/open_sora.mp4,49716,49716,d3726157,9f1f4bf3088b05be6be021cd2454bd786fef36889e115162e9d1fbd6cf358aa5,h264,336,192,24.0,1.541667,37,48954,7.652845965698361,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::LF-D7kDbgDo_12_0to208,aigvdbench:LF-D7kDbgDo_12_0to208,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/LF-D7kDbgDo_12_0to208.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpMRi1EN2tEYmdEb18xMl8wdG8yMDg/real.mp4,3178248,3178248,46fae156,cd24489a93cead2c32d6808e5a765b3db44fd24b2a593d93463a9c6c3451f816,h264,1920,1080,25.0,8.32,208,3177743,8.127357644960284,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::LF-D7kDbgDo_12_0to208,aigvdbench:LF-D7kDbgDo_12_0to208,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/LF-D7kDbgDo_12_0to208.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpMRi1EN2tEYmdEb18xMl8wdG8yMDg/open_sora.mp4,68774,68774,710c35ff,82d7347cf53ad619dfe1361cd01f7ae924d1a4dbb2b88468b7c499de79ee393d,h264,336,192,24.0,1.541667,37,68107,7.82407480943948,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::92RPStiYlAE_16_20to193,aigvdbench:92RPStiYlAE_16_20to193,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/92RPStiYlAE_16_20to193.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo5MlJQU3RpWWxBRV8xNl8yMHRvMTkz/real.mp4,2607737,2607737,75809992,db4e926e9fa0075b72664261aad7625357f6f391155542a2aa3556c60014e535,h264,1920,1080,29.97,5.071738,152,2607246,8.145578440278769,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::92RPStiYlAE_16_20to193,aigvdbench:92RPStiYlAE_16_20to193,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/92RPStiYlAE_16_20to193.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo5MlJQU3RpWWxBRV8xNl8yMHRvMTkz/open_sora.mp4,63119,63119,134dc4a3,48de816da6de665ad79219c8eee131131bb8833313084bc804a254ce8fda32eb,h264,336,192,24.0,1.541667,37,62396,7.783501099795103,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::saj2MVBAL2A_10_452to586,aigvdbench:saj2MVBAL2A_10_452to586,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/saj2MVBAL2A_10_452to586.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpzYWoyTVZCQUwyQV8xMF80NTJ0bzU4Ng/real.mp4,1284807,1284807,d5519743,978dc2f7e050161ad65d456de9bcc62fac59095d9363e7346ab6562354125708,h264,1920,1080,29.97,3.770437,113,1284205,7.411509484052658,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::saj2MVBAL2A_10_452to586,aigvdbench:saj2MVBAL2A_10_452to586,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/saj2MVBAL2A_10_452to586.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpzYWoyTVZCQUwyQV8xMF80NTJ0bzU4Ng/open_sora.mp4,49299,49299,8a4acb91,646b00cf43a9d17fdfdece042ebf79a2d553c15e56160ab351daac3aa455cca9,h264,336,192,24.0,1.541667,37,48574,7.592261047102511,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::TKzPLWvqR3s_22_495to763,aigvdbench:TKzPLWvqR3s_22_495to763,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/TKzPLWvqR3s_22_495to763.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpUS3pQTFd2cVIzc18yMl80OTV0bzc2Mw/real.mp4,5386381,5386381,91cda9e8,7a87f35bd37e99306b43595d99de20fb6ee8620faf8f852daebd1e4b28ff63e3,h264,1920,1080,23.0,10.73913,247,5385832,8.621007086709142,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::TKzPLWvqR3s_22_495to763,aigvdbench:TKzPLWvqR3s_22_495to763,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/TKzPLWvqR3s_22_495to763.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpUS3pQTFd2cVIzc18yMl80OTV0bzc2Mw/open_sora.mp4,50939,50939,a3f1fb42,3b58b013e9f26ff05dd39dd2b6cc83c9c23f52eb176710b6d2f99ea3c71ea535,h264,336,192,24.0,1.541667,37,50186,7.412701376713812,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::A9JLNV7aX5s_10_31to135,aigvdbench:A9JLNV7aX5s_10_31to135,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/A9JLNV7aX5s_10_31to135.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpBOUpMTlY3YVg1c18xMF8zMXRvMTM1/real.mp4,3188352,3188352,58828bc8,8aaf3463d50aa7d9ba350775c17d1ebaa2e29a845035b0e63e199e078a9e270a,h264,1920,1080,24.0,3.458333,83,3188320,7.694686137139797,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::A9JLNV7aX5s_10_31to135,aigvdbench:A9JLNV7aX5s_10_31to135,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/A9JLNV7aX5s_10_31to135.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpBOUpMTlY3YVg1c18xMF8zMXRvMTM1/open_sora.mp4,62219,62219,801ddd8b,6e1d11736fe9ded21dbdb635bedac8b9582b42205a21f64b9b46d27e870f217a,h264,336,192,24.0,1.541667,37,61511,7.590624689124525,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::yLqm1DLduuA_32_0to209,aigvdbench:yLqm1DLduuA_32_0to209,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/yLqm1DLduuA_32_0to209.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp5THFtMURMZHV1QV8zMl8wdG8yMDk/real.mp4,5021824,5021824,03f9671f,cce7c6ba6ac24b44f0dbea94578479f02f4db801ead93a5e6b50b61639428cf3,h264,1920,1080,23.976,8.71705,209,5021636,8.21828591171652,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::yLqm1DLduuA_32_0to209,aigvdbench:yLqm1DLduuA_32_0to209,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/yLqm1DLduuA_32_0to209.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp5THFtMURMZHV1QV8zMl8wdG8yMDk/open_sora.mp4,34573,34573,1cdba007,93c30ab36378093b8f90b83f0e7fc4ef22821fe7830603e5f88b7ddea13514e5,h264,336,192,24.0,1.541667,37,33705,7.54073135368526,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::XZkPVIdfas0_21_0to139,aigvdbench:XZkPVIdfas0_21_0to139,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/XZkPVIdfas0_21_0to139.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpYWmtQVklkZmFzMF8yMV8wdG8xMzk/real.mp4,2698230,2698230,f58cb44f,73544c89d781a47970f99892c37a5789aa000161c14bc28cb61127c2d633e1e6,h264,1920,1080,29.97,4.637971,139,2697887,7.814820765517652,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::XZkPVIdfas0_21_0to139,aigvdbench:XZkPVIdfas0_21_0to139,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/XZkPVIdfas0_21_0to139.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpYWmtQVklkZmFzMF8yMV8wdG8xMzk/open_sora.mp4,54433,54433,f8bd3d3d,bf34899acbd5581152ab28aadc3430df7090b06dd14d391462b145fc59434412,h264,336,192,24.0,1.541667,37,53680,7.661658281460404,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::CJjk3ddxlgM_5_91to398,aigvdbench:CJjk3ddxlgM_5_91to398,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/CJjk3ddxlgM_5_91to398.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpDSmprM2RkeGxnTV81XzkxdG8zOTg/real.mp4,1591874,1591874,0ecca251,d57cddd765af1941f68e972edc277da09d37dd4eeca98f47473148825c233f4e,h264,1920,1080,29.97,9.542876,286,1590217,6.826496732421219,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::CJjk3ddxlgM_5_91to398,aigvdbench:CJjk3ddxlgM_5_91to398,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/CJjk3ddxlgM_5_91to398.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpDSmprM2RkeGxnTV81XzkxdG8zOTg/open_sora.mp4,30940,30940,4939dd2a,31579b37677b54445f98abad36feef014ea958a5167fffd354f3f389158f7677,h264,336,192,24.0,1.541667,37,30169,7.403765990398824,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::hjNifpEzXwM_33_95to207,aigvdbench:hjNifpEzXwM_33_95to207,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/hjNifpEzXwM_33_95to207.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpoak5pZnBFelh3TV8zM185NXRvMjA3/real.mp4,1413648,1413648,ab21606c,cce4ff9afb79ec57dd6b5e940faa4828dee38c4994ca1e4572db183897834cf8,h264,1920,1080,25.0,3.64,91,1413091,6.968931336887181,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::hjNifpEzXwM_33_95to207,aigvdbench:hjNifpEzXwM_33_95to207,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/hjNifpEzXwM_33_95to207.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpoak5pZnBFelh3TV8zM185NXRvMjA3/open_sora.mp4,33564,33564,b9f26415,779f3fd4764e566ba40b05e8a620135157732e99a7197f59da8d66118172b786,h264,336,192,24.0,1.541667,37,32675,7.344682285562158,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::oCy4iXSu4mE_21_274to427,aigvdbench:oCy4iXSu4mE_21_274to427,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/oCy4iXSu4mE_21_274to427.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpvQ3k0aVhTdTRtRV8yMV8yNzR0bzQyNw/real.mp4,2245629,2245629,cf27f900,99469cabcd2e261de08332864fae2b451973b6f23e1fe1ddb5b09cc602ec85c0,h264,1920,1080,29.97,4.404404,132,2245296,7.752943572588265,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::oCy4iXSu4mE_21_274to427,aigvdbench:oCy4iXSu4mE_21_274to427,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/oCy4iXSu4mE_21_274to427.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpvQ3k0aVhTdTRtRV8yMV8yNzR0bzQyNw/open_sora.mp4,63806,63806,19edf2b3,fdfd98b412faa186a98b0811853b9aede4625e0a8997106b618aace207415e67,h264,336,192,24.0,1.541667,37,63101,7.531902635470033,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::BqGv7Du8ecY_64_0to119,aigvdbench:BqGv7Du8ecY_64_0to119,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/BqGv7Du8ecY_64_0to119.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpCcUd2N0R1OGVjWV82NF8wdG8xMTk/real.mp4,1789639,1789639,67a94786,92b962271d44925e9cefd98d8f44a54505348f942c71a0e5367f0ca9271037b2,h264,1920,1080,25.0,4.76,119,1789286,7.485133252106607,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::BqGv7Du8ecY_64_0to119,aigvdbench:BqGv7Du8ecY_64_0to119,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/BqGv7Du8ecY_64_0to119.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpCcUd2N0R1OGVjWV82NF8wdG8xMTk/open_sora.mp4,56731,56731,d23bf883,f597969cee1de6fc89ceb0705aed64016eba81cab2277bdf1a8c51bf4f359a1e,h264,336,192,24.0,1.541667,37,56002,7.681793028488755,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::1FM9M_I-eR4_1_92to246,aigvdbench:1FM9M_I-eR4_1_92to246,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/1FM9M_I-eR4_1_92to246.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDoxRk05TV9JLWVSNF8xXzkydG8yNDY/real.mp4,2179945,2179945,089bb3eb,ff0a9391efc9c467429d727628ee438a0eb3421b80a96887d4c0e26c7da672b3,h264,1920,1080,30.0,4.433333,133,2179582,6.669067837297916,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::1FM9M_I-eR4_1_92to246,aigvdbench:1FM9M_I-eR4_1_92to246,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/1FM9M_I-eR4_1_92to246.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDoxRk05TV9JLWVSNF8xXzkydG8yNDY/open_sora.mp4,35136,35136,69628b4f,d41afccd18fe05a15b83a53ce2af0624f666df71923cb3935201de1424d19859,h264,336,192,24.0,1.541667,37,34301,7.2985602002590895,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::oGWur9G6IfU_89_85to253,aigvdbench:oGWur9G6IfU_89_85to253,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/oGWur9G6IfU_89_85to253.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpvR1d1cjlHNklmVV84OV84NXRvMjUz/real.mp4,2333816,2333816,3fcc6869,1b4d208211ad49d7179696f67b724d745a7d2fc34c771efb1bf0ceca5bac7289,h264,1920,1080,29.97,4.904905,147,2333015,7.658448334783316,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::oGWur9G6IfU_89_85to253,aigvdbench:oGWur9G6IfU_89_85to253,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/oGWur9G6IfU_89_85to253.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpvR1d1cjlHNklmVV84OV84NXRvMjUz/open_sora.mp4,85050,85050,5bd995e4,1ad2df0e73be399a6e97695d61f150e746dbc6a05f0b93bdc5e82002cd657e16,h264,336,192,24.0,1.541667,37,84375,7.440479640848935,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::nJ5SqCtAumY_3_0to105,aigvdbench:nJ5SqCtAumY_3_0to105,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/nJ5SqCtAumY_3_0to105.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpuSjVTcUN0QXVtWV8zXzB0bzEwNQ/real.mp4,1334838,1334838,c9157ec6,f8389d7026e06c77a0d63975b455733c8c253609ecd5716ab90e8c9571db4445,h264,1920,1080,25.0,4.2,105,1333988,7.3688331469893456,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::nJ5SqCtAumY_3_0to105,aigvdbench:nJ5SqCtAumY_3_0to105,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/nJ5SqCtAumY_3_0to105.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpuSjVTcUN0QXVtWV8zXzB0bzEwNQ/open_sora.mp4,55649,55649,fda8b806,2ede29a7ef56cc6ec0cb1372db7336112295adb5c35e0b5c9d626f3e6b689d2d,h264,336,192,24.0,1.541667,37,54939,7.68793420959264,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::iItSFTTl8d4_95_0to178,aigvdbench:iItSFTTl8d4_95_0to178,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/iItSFTTl8d4_95_0to178.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDppSXRTRlRUbDhkNF85NV8wdG8xNzg/real.mp4,2998790,2998790,c3161c5e,47afde0b177210497d017b988c39ccbc91cf7471eeb0c3b3b59654d50264c4b9,h264,1920,1080,29.97,5.939273,178,2997858,7.479089406318963,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::iItSFTTl8d4_95_0to178,aigvdbench:iItSFTTl8d4_95_0to178,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/iItSFTTl8d4_95_0to178.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDppSXRTRlRUbDhkNF85NV8wdG8xNzg/open_sora.mp4,40368,40368,b2d6f0ee,276e7bf9203c710e710833fa12f7986d818206c3ccfa0e749565072bd6fb94a5,h264,336,192,24.0,1.541667,37,39578,7.253022502176464,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::MqUfgO5LBYs_14_0to147,aigvdbench:MqUfgO5LBYs_14_0to147,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/MqUfgO5LBYs_14_0to147.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpNcVVmZ081TEJZc18xNF8wdG8xNDc/real.mp4,2438196,2438196,fe91e911,2f50da323add2bdd25b3949232e7cc7982d569186bb8908a724bb36064d738a6,h264,1920,1080,29.97,4.904905,147,2436986,7.696293753571808,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::MqUfgO5LBYs_14_0to147,aigvdbench:MqUfgO5LBYs_14_0to147,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/MqUfgO5LBYs_14_0to147.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpNcVVmZ081TEJZc18xNF8wdG8xNDc/open_sora.mp4,31106,31106,12c142e7,d4e463244b30659ea828479e1a38e0ecb666f95c1cf8d79077dc3c60ea2eaf82,h264,336,192,24.0,1.541667,37,30144,7.300382016226649,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::0uZOvNP0EE0_25_0to727,aigvdbench:0uZOvNP0EE0_25_0to727,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/0uZOvNP0EE0_25_0to727.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDowdVpPdk5QMEVFMF8yNV8wdG83Mjc/real.mp4,10851781,10851781,942c9f9f,14f256e24115ebd6e6cfac1fae01311b13c0fd4d62a5b7d4472580addb61b21e,h264,1920,1080,23.976,30.321989,727,10850329,10.820162910968065,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::0uZOvNP0EE0_25_0to727,aigvdbench:0uZOvNP0EE0_25_0to727,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/0uZOvNP0EE0_25_0to727.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDowdVpPdk5QMEVFMF8yNV8wdG83Mjc/open_sora.mp4,60066,60066,3b63381e,dfb9e73c5aa4082150908882892aca1cfe448ea2fbb40c763e71965cf4a33c69,h264,336,192,24.0,1.541667,37,59324,7.281447736546397,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::BVtSGMbrQHY_17_0to272,aigvdbench:BVtSGMbrQHY_17_0to272,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/BVtSGMbrQHY_17_0to272.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpCVnRTR01iclFIWV8xN18wdG8yNzI/real.mp4,3536296,3536296,3c955208,ac1a543271b1c6854e96718b005f6c01a53c4118fe6255de526a74ee070b2636,h264,1920,1080,29.97,9.075742,272,3535214,9.152574035339057,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::BVtSGMbrQHY_17_0to272,aigvdbench:BVtSGMbrQHY_17_0to272,train,1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/BVtSGMbrQHY_17_0to272.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpCVnRTR01iclFIWV8xN18wdG8yNzI/open_sora.mp4,59140,59140,bf555d4c,57dec96c055225109ad424c5d7f43799e3aab7605fdefb10ee1e3eefece5978c,h264,336,192,24.0,1.541667,37,58403,7.87512166891247,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::52mzyKRkOpc_30_461to949,aigvdbench:52mzyKRkOpc_30_461to949,train,0,AIGVDBench/Real/Real.zip,bf48acaa4920990af3dd2a511ea88e63354df305,videos/52mzyKRkOpc_30_461to949.mp4,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo1Mm16eUtSa09wY18zMF80NjF0bzk0OQ/real.mp4,11078597,11078597,e86774a4,ec3fb3191811b422331ba6255bc113434986b5b22f6cb2b7a2017de8e9dfe858,h264,1920,1080,29.97,15.582249,467,11078729,10.691761648282409,True,COMPLETE,,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
