group_id,split,real_status,fake_status,residual_schema_equal,sampling_protocol_equal,group_status
aigvdbench:1eV2Vwgvax8_200_117to221,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:bd-0jHY_A7U_14_0to145,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:my3ZfcTydcI_10_104to276,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:amr5aVYjMfA_47_0to244,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:q8sc0yY8njk_37_112to223,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:O-H_Ybmtu_U_16_0to445,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:SX0i_AOIlEg_0_0to130,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:iv9xwewntVA_7_140to280,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:xeXCnPHJRPA_28_0to331,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:avQ0EtONoq0_22_84to315,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:pR76qfLvcwQ_38_0to160,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:A_aFnxsStao_2_0to797,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BckyrcymtUk_65_0to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Q66yzo2mBBI_1_0to109,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:1RxNjS_XTE4_11_0to181,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:OUXBFpgC_YI_3_73to448,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:LkWmwEN4uh4_29_0to219,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:XvlyJ5JxXyQ_5_0to208,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:hLRM_UaYjfw_33_0to108,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:zdj2JlHuoQk_4_0to150,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:xN754xIHe8w_2_91to240,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:_KZ32_lVyIc_25_0to176,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:HdtqT1Tmd-w_33_0to122,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:NYaxxBAIrok_22_195to305,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:q1HlTaAjgdk_6_0to195,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:5LLb3Hv6XSE_3_0to110,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BG6Ls_CVFys_10_0to130,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:thOm3ERcDa0_19_0to238,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:5F8CM4jD6TM_24_0to128,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MPxVVVppyOI_12_0to226,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ta7HoZFRKJQ_90_57to158,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:-MKRahy1iHQ_39_38to239,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ox7drYVhsto_5_0to1542,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:b0FeBMXxjt8_9_0to113,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:H5GgVEj9oOQ_2_67to279,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Pc4OMXbpyus_56_0to114,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:C-JOvnL8zG4_62_0to320,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:HD5KrPC1PUs_80_21to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nYh3xGCqHQc_0_0to157,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:71UTg76CzjY_7_102to381,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:5UCcOvoabm8_43_19to123,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:zASYYrptGPU_2_40to163,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Glqb66ErZbM_7_20to174,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:0U-wsZCoZSw_9_0to101,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Q07HlVqNM0A_18_0to124,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ziLTQymxqS8_28_0to431,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:XKpBW4ZBlYQ_39_0to148,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:SyjehBU3yM4_1_0to527,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:wrQSMcU_IRQ_46_0to204,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:7X1iNz-GnYc_3_51to266,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:e3g4P1MEKmk_14_0to331,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:kdVaDtUFVFc_68_0to193,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:SCN9HH0eaPc_21_0to297,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:dfAOmLOl4NM_8_0to158,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:4PwQgQafGjE_44_40to429,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:QajVeGfuxv8_6_20to201,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:XPvEQG2D9O4_10_63to400,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:deL_b1rthTA_0_0to1449,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:mpuaNpaoIms_32_0to132,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MhBqXU_yMmM_3_0to614,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:NP2ILVtgYdM_19_0to195,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:4nZgSQZSWc0_12_79to191,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:hKVz2lml-44_20_0to400,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:XnOPyRIqFH0_26_0to139,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:H5obudBgjKk_6_19to557,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:2W4RH0G48Y4_1_0to141,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:S-732576H4Y_48_0to176,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:mzyArbF7dMg_3_147to469,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:recdC1ljLCs_11_116to250,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:kisUSW0hn1c_12_0to267,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:lo6fVLLcDac_9_0to118,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:s38C4ArmSWg_55_175to280,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:jKcbTaegbVs_28_0to128,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:4xSKhrsm3AM_7_38to139,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:_jAHaAd0vZ0_0_582to971,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:DNU0bXmfXR0_22_0to725,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nSO51Kat_MI_51_75to203,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:magictime_7136539298299530527_0022,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:0XcS1jPrPPk_30_861to1114,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:zRwhnkPE450_10_0to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:1XdjneJPURo_23_0to296,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:LG3EHF0vh64_47_0to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:U30n7iM9XoI_8_0to118,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:zRRbVdmlrrk_42_81to273,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:dBoTTmb_kMk_212_0to127,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Zj1e5S-_QYs_52_0to131,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MNHRUPuceLs_2_21to124,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:bUk8WrvcQG0_90_0to110,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KSA-Sh8y46s_14_24to153,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3hVN9CK-qzI_3_0to290,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ixO604-OE20_39_596to864,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:3nNrbrvnsxU_43_28to244,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:pOZtOaHTq1A_23_36to145,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:fOZuB-PeY1g_22_76to207,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ZYkzQUuCgpM_2_0to431,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:I1xDfIO1IGA_21_23to247,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:GdiuZkPHF1c_3_0to142,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:QU1YIiHrY7I_131_0to117,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:YJixpqOimS8_20_521to815,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BRwpgFwGH1M_47_0to111,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:CmAHqbHYJJ0_0_0to657,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:8Ofgj2KDbfk_7_74to290,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:SUx203wm9WU_13_75to176,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:37OWIFbjekY_0_0to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KW-HlCaKoz4_79_0to184,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Ww0J-oEECLo_7_22to136,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:7umDrAzKlZI_44_66to186,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Avvj7SvYI-0_0_0to170,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:WE0PcMAe3Zo_38_23to159,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:PD5KXJ6y8U0_53_39to269,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:wd8MNYA2A9E_19_0to123,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:YAtWxX_WVyg_25_0to125,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:jn94VdMgIAI_57_0to128,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:vIZxL0R_s1o_41_119to257,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:gW_lf3wYXRs_85_0to244,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:5MSt623auY8_4_0to178,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Y-xtlrlT_uU_23_0to104,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:GgEreRPdZdg_1_0to380,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:zMgybJFSKKo_139_0to439,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:89u4oneWOLE_41_0to253,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:w-ql8bwcx00_37_0to141,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:1fDrrrv6GHU_1_17to137,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:5YPBl3WGGg0_16_0to150,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BZ7nVKrZoV4_41_0to118,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:XSju6giYCJM_31_0to235,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:gp8vIk2Uhmk_6_0to152,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:sZkL5KERq9k_6_0to131,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Q4z7MkO1pLE_61_33to169,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:OcHrY7oXfFg_3_62to756,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:wz9Yx_Mqffk_107_33to201,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:s565-NSlWo0_85_131to250,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:JdKMxFLMsvc_10_0to181,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ei6efA5PIR0_31_23to150,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:x3lKdYWdGhM_4_76to185,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:FM3t88m391I_4_607to1390,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Sz1c0in4dqA_6_136to316,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:G-XVmvfqaOU_59_0to193,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:orqJfxdOvZ0_45_0to162,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:YBHrS6drZrw_11_0to1165,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:oWgjNPTxzeg_55_0to850,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:zDy2BuSusms_9_187to402,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:G0hBERbutTk_32_0to127,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nuXBVIhKH94_9_103to226,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:kkxun9e1j2w_12_0to220,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:qXTVbHmQ8Lk_102_0to151,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:6VDo-SDLj6o_28_0to247,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:qJKOhmc-EMg_15_0to150,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ZjFzkhrqIZs_108_0to174,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:9-g0RXpZBKw_22_26to154,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:uBM3W-3AhGA_1_271to377,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:buzZvgHlyS4_0_0to1462,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:QxM5M3bxQQ4_50_0to115,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:gy9Cz21m3N0_36_0to137,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:lKje9zlgmTs_53_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:N2WGqKDzNBQ_11_0to143,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:rvL5Uf5oZSQ_27_0to940,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:6FGOlUx8UU4_2_23to585,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:u5lRfIVEfHA_12_0to271,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:rqguS04vz9E_15_0to595,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:n4hI6-oz8vU_2_0to118,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:VT7EDMecOvk_39_18to216,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:1KbKPKAoqE4_0_386to580,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:9S-v__ewPY0_78_0to125,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:g7JyzC6QEyo_2_0to109,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:NSeEkNMbeiA_94_0to127,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nbVeAPCvG34_13_0to1072,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:XinuCBJ7sAw_9_0to205,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:kbrL_OasUA0_200_34to265,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:iuI7vNS60kQ_2_31to185,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:6Q7U8fDwBsI_63_60to169,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:qmpDK-8ib2Y_21_0to151,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:g1URRmmapWQ_116_0to101,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:TJv4AXbmcIY_0_0to124,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:QAPn0qcHOBg_17_0to331,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:YRREoPnnel0_1_0to1166,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:8ZQLMlbM5fU_2_75to190,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ZCgWuiHxaUs_44_20to165,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:w1adl5ZvWbk_0_0to1321,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:E2yzW5lXzrw_8_0to146,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:EPzk6lP0XsE_39_0to109,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ygsuUcp6TKk_9_22to797,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:NZjrusw00ao_14_0to108,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:_VXfYMxtejs_16_0to222,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:HfOXfEJI7kA_25_0to371,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:UPKjXZf3jPE_11_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:w5qRx68Qnrs_30_0to107,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:dCwylr3BSas_12_0to131,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:SSm1mwRU1b0_18_18to167,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:LF-D7kDbgDo_12_0to208,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:92RPStiYlAE_16_20to193,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:saj2MVBAL2A_10_452to586,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:TKzPLWvqR3s_22_495to763,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:A9JLNV7aX5s_10_31to135,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:yLqm1DLduuA_32_0to209,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:XZkPVIdfas0_21_0to139,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:CJjk3ddxlgM_5_91to398,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:hjNifpEzXwM_33_95to207,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:oCy4iXSu4mE_21_274to427,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BqGv7Du8ecY_64_0to119,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:1FM9M_I-eR4_1_92to246,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:oGWur9G6IfU_89_85to253,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:nJ5SqCtAumY_3_0to105,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:iItSFTTl8d4_95_0to178,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:MqUfgO5LBYs_14_0to147,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:0uZOvNP0EE0_25_0to727,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BVtSGMbrQHY_17_0to272,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:52mzyKRkOpc_30_461to949,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:_FzbcmP3UhE_159_19to151,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:wv4O-JUKOuw_56_0to156,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:KoO3mDZU9-k_0_0to117,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:Xo8GcMo-Y_k_100_291to402,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:I87B3WlOan8_75_0to134,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:kZkTYa-opMY_7_0to463,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:ojc7JfoKBqw_15_0to225,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
aigvdbench:BX814yh7ofY_41_54to262,train,COMPLETE,COMPLETE,True,True,GROUP_RESIDUAL_COMPLETE
